name,latitude,longitude,yearmoda,temp,max,min,prcp,dewp,year
Central Park,40.779,-73.969,2021-12-24,34.88,39.92,30.02,0.029921276,-3.7,2021
Central Park,40.779,-73.969,2021-12-25,40.46,48.92,30.02,0.050000026999999996,2.6,2021
Central Park,40.779,-73.969,2021-12-26,46.76,51.98,35.96,0.109842579,0.9,2021
Central Park,40.779,-73.969,2021-12-27,37.4,51.08,33.98,0,-5.3,2021
Central Park,40.779,-73.969,2021-12-28,39.92,46.94,33.98,0.090157529,0.7,2021
Central Park,40.779,-73.969,2021-12-29,42.620000000000005,46.94,35.96,0.190157583,3,2021
Central Park,40.779,-73.969,2021-12-30,44.96,48.92,41,0.050000026999999996,5.4,2021
Central Park,40.779,-73.969,2021-12-31,50.18,55.04,42.980000000000004,0,7.6,2021
JFK,40.639,-73.764,2021-01-01,35.96,48.02,30.02,0.300000162,-3.6,2021
JFK,40.639,-73.764,2021-01-02,42.44,53.06,30.02,0.700000378,2.5,2021
JFK,40.639,-73.764,2021-01-03,37.4,53.06,33.08,0.070078778,-0.7,2021
JFK,40.639,-73.764,2021-01-04,38.48,44.96,33.08,0.12992132999999997,0.3,2021
JFK,40.639,-73.764,2021-01-05,38.839999999999996,44.96,35.06,0.009842525,-1.3,2021
JFK,40.639,-73.764,2021-01-06,38.12,42.980000000000004,33.08,0,-2.6,2021
JFK,40.639,-73.764,2021-01-07,35.96,42.980000000000004,30.92,0,-5.9,2021
JFK,40.639,-73.764,2021-01-08,32.72,42.980000000000004,26.96,0,-6.5,2021
JFK,40.639,-73.764,2021-01-09,31.82,37.94,26.060000000000002,0,-9.3,2021
JFK,40.639,-73.764,2021-01-10,34.7,42.980000000000004,26.060000000000002,0,-8.2,2021
JFK,40.639,-73.764,2021-01-11,31.82,42.980000000000004,26.060000000000002,0,-6.1,2021
JFK,40.639,-73.764,2021-01-12,35.24,44.96,26.060000000000002,0,-4,2021
JFK,40.639,-73.764,2021-01-13,36.86,44.96,28.04,0,-3.3,2021
JFK,40.639,-73.764,2021-01-14,39.38,50,28.04,0,-0.2,2021
JFK,40.639,-73.764,2021-01-15,40.1,50,30.92,0,1.6,2021
JFK,40.639,-73.764,2021-01-16,44.78,50,30.92,1.2401581499999998,4.3,2021
JFK,40.639,-73.764,2021-01-17,39.56,50,35.06,0.879921735,-3.4,2021
JFK,40.639,-73.764,2021-01-18,41.54,48.02,33.98,0,-2.2,2021
JFK,40.639,-73.764,2021-01-19,38.3,48.02,33.98,0,-4.5,2021
JFK,40.639,-73.764,2021-01-20,36.14,44.06,30.92,0,-5,2021
JFK,40.639,-73.764,2021-01-21,30.92,44.06,21.02,0.020078751,-9.2,2021
JFK,40.639,-73.764,2021-01-22,39.02,48.02,21.02,0,-4.4,2021
JFK,40.639,-73.764,2021-01-23,33.26,48.02,28.04,0,-11.8,2021
JFK,40.639,-73.764,2021-01-24,26.78,35.96,21.92,0,-15.4,2021
JFK,40.639,-73.764,2021-01-25,29.84,37.94,21.92,0,-12.9,2021
JFK,40.639,-73.764,2021-01-26,33.44,37.94,21.92,0,-6.9,2021
JFK,40.639,-73.764,2021-01-27,35.78,39.02,30.92,0.12992132999999997,-1.5,2021
JFK,40.639,-73.764,2021-01-28,31.82,39.02,26.060000000000002,0,-9,2021
JFK,40.639,-73.764,2021-01-29,21.560000000000002,35.06,15.979999999999997,0,-17.6,2021
JFK,40.639,-73.764,2021-01-30,22.46,33.08,15.079999999999998,0,-16.1,2021
JFK,40.639,-73.764,2021-01-31,24.08,33.08,15.079999999999998,0,-12.5,2021
JFK,40.639,-73.764,2021-02-01,28.04,32,19.939999999999998,0.350000189,-4.3,2021
JFK,40.639,-73.764,2021-02-02,32.72,35.06,26.060000000000002,1.050000567,-1.3,2021
JFK,40.639,-73.764,2021-02-03,32.36,37.04,28.94,0.020078751,-4.6,2021
JFK,40.639,-73.764,2021-02-04,34.7,42.08,28.94,0,-6.3,2021
JFK,40.639,-73.764,2021-02-05,36.86,44.06,28.94,0,-1,2021
JFK,40.639,-73.764,2021-02-06,37.22,44.06,26.060000000000002,0.020078751,-5.6,2021
JFK,40.639,-73.764,2021-02-07,34.16,42.980000000000004,26.060000000000002,0,-2.8,2021
JFK,40.639,-73.764,2021-02-08,23.9,37.04,17.06,0.45984276799999996,-11.6,2021
JFK,40.639,-73.764,2021-02-09,27.68,35.06,17.06,0,-6,2021
JFK,40.639,-73.764,2021-02-10,28.76,35.06,21.02,0.009842525,-7.4,2021
JFK,40.639,-73.764,2021-02-11,29.12,33.98,24.08,0.179921357,-6.4,2021
JFK,40.639,-73.764,2021-02-12,25.52,30.02,19.939999999999998,0,-14.1,2021
JFK,40.639,-73.764,2021-02-13,27.68,28.94,24.98,0,-13,2021
JFK,40.639,-73.764,2021-02-14,31.28,37.94,24.98,0.009842525,-5.1,2021
JFK,40.639,-73.764,2021-02-15,33.98,37.94,28.04,0,-3.6,2021
JFK,40.639,-73.764,2021-02-16,40.82,48.92,32,0.7200791289999999,2.7,2021
JFK,40.639,-73.764,2021-02-17,30.92,48.92,23,0.020078751,-11.3,2021
JFK,40.639,-73.764,2021-02-18,27.86,33.98,23,0,-9.3,2021
JFK,40.639,-73.764,2021-02-19,29.66,32,26.96,0.6799216269999999,-3.1,2021
JFK,40.639,-73.764,2021-02-20,31.46,33.98,28.04,0.059842552,-6.4,2021
JFK,40.639,-73.764,2021-02-21,29.3,35.96,24.08,0,-9.7,2021
JFK,40.639,-73.764,2021-02-22,32.9,37.94,23,0,-3.8,2021
JFK,40.639,-73.764,2021-02-23,36.68,44.06,28.94,0.579921573,-0.8,2021
JFK,40.639,-73.764,2021-02-24,41.36,48.92,32,0,-0.7,2021
JFK,40.639,-73.764,2021-02-25,44.78,50,32,0,-3.4,2021
JFK,40.639,-73.764,2021-02-26,39.02,50,32,0,-8.3,2021
JFK,40.639,-73.764,2021-02-27,42.980000000000004,51.98,32,0.10000005399999999,2.9,2021
JFK,40.639,-73.764,2021-02-28,41.72,51.98,37.04,0.329921438,2.1,2021
JFK,40.639,-73.764,2021-03-01,43.879999999999995,48.92,37.04,0.390157691,3.7,2021
JFK,40.639,-73.764,2021-03-02,30.92,48.92,21.92,0.009842525,-15.2,2021
JFK,40.639,-73.764,2021-03-03,38.12,53.06,21.92,0,-8.2,2021
JFK,40.639,-73.764,2021-03-04,42.260000000000005,53.06,28.94,0,-4.8,2021
JFK,40.639,-73.764,2021-03-05,30.74,44.96,24.08,0,-16.1,2021
JFK,40.639,-73.764,2021-03-06,33.8,37.94,24.08,0,-11.9,2021
JFK,40.639,-73.764,2021-03-07,33.08,42.08,26.96,0,-11.7,2021
JFK,40.639,-73.764,2021-03-08,33.98,44.06,24.08,0,-12.6,2021
JFK,40.639,-73.764,2021-03-09,46.76,66.02,24.08,0,-4.2,2021
JFK,40.639,-73.764,2021-03-10,45.32,66.02,33.08,0,-1.2,2021
JFK,40.639,-73.764,2021-03-11,47.48,57.02,33.08,0,4.9,2021
JFK,40.639,-73.764,2021-03-12,57.02,69.98,42.08,0,2.2,2021
JFK,40.639,-73.764,2021-03-13,45.86,69.98,33.08,0,-10.9,2021
JFK,40.639,-73.764,2021-03-14,45.86,55.04,33.08,0,-8.3,2021
JFK,40.639,-73.764,2021-03-15,31.82,39.02,24.08,0,-18.3,2021
JFK,40.639,-73.764,2021-03-16,31.46,39.02,24.08,0,-14.1,2021
JFK,40.639,-73.764,2021-03-17,38.48,46.94,26.96,0.009842525,-0.8,2021
JFK,40.639,-73.764,2021-03-18,43.519999999999996,46.94,33.98,0,4.4,2021
JFK,40.639,-73.764,2021-03-19,39.02,46.04,32,0.7200791289999999,-6.9,2021
JFK,40.639,-73.764,2021-03-20,39.92,51.98,30.92,0.07992130299999999,-8.8,2021
JFK,40.639,-73.764,2021-03-21,44.239999999999995,57.92,30.92,0,-2.7,2021
JFK,40.639,-73.764,2021-03-22,44.96,57.92,33.08,0,1.3,2021
JFK,40.639,-73.764,2021-03-23,49.1,62.059999999999995,33.98,0,5.3,2021
JFK,40.639,-73.764,2021-03-24,50.54,62.059999999999995,42.08,0,7.7,2021
JFK,40.639,-73.764,2021-03-25,53.24,64.04,44.06,0.700000378,10.6,2021
JFK,40.639,-73.764,2021-03-26,57.2,80.96,48.2,0.009842525,9.4,2021
JFK,40.639,-73.764,2021-03-27,56.66,64.94,50,0,3.9,2021
JFK,40.639,-73.764,2021-03-28,50.9,64.94,46.94,0,8.3,2021
JFK,40.639,-73.764,2021-03-29,51.44,59,44.96,0.790157907,-0.8,2021
JFK,40.639,-73.764,2021-03-30,46.94,55.94,33.98,0,-1.3,2021
JFK,40.639,-73.764,2021-03-31,51.44,59,33.98,0,7.9,2021
JFK,40.639,-73.764,2021-04-01,49.28,59,41,0.7200791289999999,4.7,2021
JFK,40.639,-73.764,2021-04-02,35.96,57.02,28.94,0.009842525,-9.3,2021
JFK,40.639,-73.764,2021-04-03,39.2,51.98,28.94,0,-11.8,2021
JFK,40.639,-73.764,2021-04-04,47.66,57.02,30.92,0,-1.6,2021
JFK,40.639,-73.764,2021-04-05,56.120000000000005,69.98,39.02,0,-3.4,2021
JFK,40.639,-73.764,2021-04-06,57.56,69.98,46.04,0,-7.6,2021
JFK,40.639,-73.764,2021-04-07,56.66,69.98,46.04,0,-0.9,2021
JFK,40.639,-73.764,2021-04-08,53.24,66.92,44.06,0,4.9,2021
JFK,40.639,-73.764,2021-04-09,47.84,62.959999999999994,44.06,0,6.4,2021
JFK,40.639,-73.764,2021-04-10,52.879999999999995,62.059999999999995,44.06,0,9.1,2021
JFK,40.639,-73.764,2021-04-11,54.32,62.059999999999995,48.02,0.059842552,11.6,2021
JFK,40.639,-73.764,2021-04-12,48.02,60.08,44.96,0.5000002699999999,6.2,2021
JFK,40.639,-73.764,2021-04-13,51.26,64.04,42.980000000000004,0.4901577449999999,4.7,2021
JFK,40.639,-73.764,2021-04-14,53.96,64.04,42.980000000000004,0.059842552,6.7,2021
JFK,40.639,-73.764,2021-04-15,53.42,64.04,44.96,0,9.8,2021
JFK,40.639,-73.764,2021-04-16,46.58,55.94,39.02,0.8200791829999999,3,2021
JFK,40.639,-73.764,2021-04-17,48.2,57.02,39.02,0.090157529,2.1,2021
JFK,40.639,-73.764,2021-04-18,52.879999999999995,60.980000000000004,42.980000000000004,0,3.1,2021
JFK,40.639,-73.764,2021-04-19,53.96,62.959999999999994,44.96,0,5.9,2021
JFK,40.639,-73.764,2021-04-20,56.120000000000005,66.92,44.96,0,7.4,2021
JFK,40.639,-73.764,2021-04-21,53.96,66.92,44.96,0,7.3,2021
JFK,40.639,-73.764,2021-04-22,42.260000000000005,60.08,35.96,0.070078778,-7.4,2021
JFK,40.639,-73.764,2021-04-23,49.1,64.04,35.96,0,-6.6,2021
JFK,40.639,-73.764,2021-04-24,56.120000000000005,68,39.02,0,1.5,2021
JFK,40.639,-73.764,2021-04-25,53.78,68,44.06,0.45000024299999997,6.9,2021
JFK,40.639,-73.764,2021-04-26,52.879999999999995,64.04,41,0.050000026999999996,-2.4,2021
JFK,40.639,-73.764,2021-04-27,52.52,60.980000000000004,41,0,-5.1,2021
JFK,40.639,-73.764,2021-04-28,57.92,73.04,44.96,0,8.7,2021
JFK,40.639,-73.764,2021-04-29,60.26,73.04,50,0,11.7,2021
JFK,40.639,-73.764,2021-04-30,64.04,69.08,53.96,0.10000005399999999,8.7,2021
JFK,40.639,-73.764,2021-05-01,52.52,69.08,42.08,0.020078751,-2.3,2021
JFK,40.639,-73.764,2021-05-02,60.62,78.98,42.08,0,5.1,2021
JFK,40.639,-73.764,2021-05-03,62.6,78.98,51.98,0,9.1,2021
JFK,40.639,-73.764,2021-05-04,58.459999999999994,71.06,51.98,0.750000405,11.9,2021
JFK,40.639,-73.764,2021-05-05,53.96,71.06,51.08,0.009842525,10.8,2021
JFK,40.639,-73.764,2021-05-06,57.74,66.92,50,0.300000162,4.1,2021
JFK,40.639,-73.764,2021-05-07,55.04,66.92,48.02,0,3.6,2021
JFK,40.639,-73.764,2021-05-08,51.08,62.059999999999995,48.02,0,5.1,2021
JFK,40.639,-73.764,2021-05-09,51.98,62.059999999999995,44.96,0.040157502,5.2,2021
JFK,40.639,-73.764,2021-05-10,52.34,62.059999999999995,44.96,0.42992149199999996,7.1,2021
JFK,40.639,-73.764,2021-05-11,56.66,66.92,46.94,0.009842525,2.9,2021
JFK,40.639,-73.764,2021-05-12,57.02,69.98,46.94,0,-0.2,2021
JFK,40.639,-73.764,2021-05-13,59.18,69.98,46.94,0,1.4,2021
JFK,40.639,-73.764,2021-05-14,61.34,73.04,48.02,0,3.4,2021
JFK,40.639,-73.764,2021-05-15,61.519999999999996,75.02,48.92,0,5.6,2021
JFK,40.639,-73.764,2021-05-16,61.519999999999996,75.02,48.92,0,7,2021
JFK,40.639,-73.764,2021-05-17,62.24,73.04,48.92,0,8.9,2021
JFK,40.639,-73.764,2021-05-18,64.94,77,48.92,0,9.5,2021
JFK,40.639,-73.764,2021-05-19,72.14,86,55.04,0,9.2,2021
JFK,40.639,-73.764,2021-05-20,64.22,86,55.94,0,7.2,2021
JFK,40.639,-73.764,2021-05-21,61.34,75.02,53.06,0,10.1,2021
JFK,40.639,-73.764,2021-05-22,72.68,93.91999999999999,53.06,0,12.3,2021
JFK,40.639,-73.764,2021-05-23,82.22,91.03999999999999,73.04,0,15,2021
JFK,40.639,-73.764,2021-05-24,66.02,91.94,57.92,0,8.2,2021
JFK,40.639,-73.764,2021-05-25,61.16,68,55.94,0,8.8,2021
JFK,40.639,-73.764,2021-05-26,65.84,75.02,55.94,0,15.8,2021
JFK,40.639,-73.764,2021-05-27,74.66,84.91999999999999,60.08,0.109842579,14.5,2021
JFK,40.639,-73.764,2021-05-28,63.68,84.91999999999999,51.08,0.040157502,6.4,2021
JFK,40.639,-73.764,2021-05-29,49.46,51.8,48.02,1.509843335,7.7,2021
JFK,40.639,-73.764,2021-05-30,49.46,51.98,46.4,0.640157826,7.8,2021
JFK,40.639,-73.764,2021-05-31,55.58,71.06,46.94,0.729921654,8.7,2021
JFK,40.639,-73.764,2021-06-01,62.059999999999995,75.92,48.92,0,11.5,2021
JFK,40.639,-73.764,2021-06-02,63.14,75.92,51.98,0,12.4,2021
JFK,40.639,-73.764,2021-06-03,62.24,71.06,55.94,0.009842525,15.5,2021
JFK,40.639,-73.764,2021-06-04,64.94,75.02,59,0.220078859,17.4,2021
JFK,40.639,-73.764,2021-06-05,71.78,87.08000000000001,60.980000000000004,0.390157691,17.4,2021
JFK,40.639,-73.764,2021-06-06,78.25999999999999,87.08000000000001,62.059999999999995,0,17.9,2021
JFK,40.639,-73.764,2021-06-07,72.68,87.08000000000001,66.02,0,18.6,2021
JFK,40.639,-73.764,2021-06-08,72.32,84.91999999999999,66.02,0,19.9,2021
JFK,40.639,-73.764,2021-06-09,77.54,91.03999999999999,66.02,0.570079048,21.2,2021
JFK,40.639,-73.764,2021-06-10,76.28,91.03999999999999,66.92,0,15.1,2021
JFK,40.639,-73.764,2021-06-11,64.94,80.96,60.980000000000004,0,11.4,2021
JFK,40.639,-73.764,2021-06-12,66.02,71.06,60.980000000000004,0,14.2,2021
JFK,40.639,-73.764,2021-06-13,64.58,71.96,57.92,0,13.6,2021
JFK,40.639,-73.764,2021-06-14,66.02,71.96,57.92,0,16.5,2021
JFK,40.639,-73.764,2021-06-15,71.78,82.94,62.959999999999994,0.12992132999999997,16.8,2021
JFK,40.639,-73.764,2021-06-16,71.06,82.94,62.959999999999994,0.070078778,9.2,2021
JFK,40.639,-73.764,2021-06-17,69.08,78.08,57.02,0,4.2,2021
JFK,40.639,-73.764,2021-06-18,69.44,78.98,57.02,0,12.7,2021
JFK,40.639,-73.764,2021-06-19,74.3,89.06,59,0.040157502,17.9,2021
JFK,40.639,-73.764,2021-06-20,73.22,89.06,64.04,0.009842525,17.5,2021
JFK,40.639,-73.764,2021-06-21,73.75999999999999,82.94,64.04,0,20.5,2021
JFK,40.639,-73.764,2021-06-22,71.42,80.96,62.959999999999994,0.020078751,19.1,2021
JFK,40.639,-73.764,2021-06-23,64.75999999999999,80.96,55.94,0.179921357,8.4,2021
JFK,40.639,-73.764,2021-06-24,66.74000000000001,75.92,55.94,0,11.4,2021
JFK,40.639,-73.764,2021-06-25,68.36,75.02,57.02,0,13.9,2021
JFK,40.639,-73.764,2021-06-26,72.32,80.06,62.959999999999994,0,20.3,2021
JFK,40.639,-73.764,2021-06-27,74.66,82.04,66.92,0,21,2021
JFK,40.639,-73.764,2021-06-28,77.18,87.08000000000001,69.08,0,20.6,2021
JFK,40.639,-73.764,2021-06-29,79.52,89.96000000000001,69.98,0,21.1,2021
JFK,40.639,-73.764,2021-06-30,81.14,91.03999999999999,71.96,0,21.6,2021
JFK,40.639,-73.764,2021-07-01,77.36,91.03999999999999,71.96,0,20.9,2021
JFK,40.639,-73.764,2021-07-02,72.68,87.98,69.08,0.670079102,20.6,2021
JFK,40.639,-73.764,2021-07-03,63.86,71.06,60.8,0.609842849,16.1,2021
JFK,40.639,-73.764,2021-07-04,66.56,77,59,0.74015788,15.1,2021
JFK,40.639,-73.764,2021-07-05,72.68,80.96,59,0,18.9,2021
JFK,40.639,-73.764,2021-07-06,77.54,87.08000000000001,64.94,0,20.3,2021
JFK,40.639,-73.764,2021-07-07,77.72,89.06,71.06,0.390157691,21.7,2021
JFK,40.639,-73.764,2021-07-08,77.18,89.06,71.06,0,22.1,2021
JFK,40.639,-73.764,2021-07-09,75.74000000000001,86,71.06,1.190158123,21.4,2021
JFK,40.639,-73.764,2021-07-10,75.02,86,71.06,0.12007880499999998,20.3,2021
JFK,40.639,-73.764,2021-07-11,73.04,78.08,69.98,0,20.6,2021
JFK,40.639,-73.764,2021-07-12,76.82,86,69.98,0.059842552,23.2,2021
JFK,40.639,-73.764,2021-07-13,72.32,86,68,0,20.6,2021
JFK,40.639,-73.764,2021-07-14,74.66,86,68,0.009842525,21.8,2021
JFK,40.639,-73.764,2021-07-15,78.98,87.08000000000001,69.98,0,21,2021
JFK,40.639,-73.764,2021-07-16,80.78,89.06,71.96,0,23.4,2021
JFK,40.639,-73.764,2021-07-17,81.32,89.06,73.94,0,23.4,2021
JFK,40.639,-73.764,2021-07-18,77.54,87.08000000000001,71.96,0.300000162,21.8,2021
JFK,40.639,-73.764,2021-07-19,75.56,84.91999999999999,69.98,0.020078751,18.7,2021
JFK,40.639,-73.764,2021-07-20,77.72,86,69.98,0,20.4,2021
JFK,40.639,-73.764,2021-07-21,77,86,68,0,19.7,2021
JFK,40.639,-73.764,2021-07-22,74.3,84.91999999999999,64.94,0.8901579609999999,15.1,2021
JFK,40.639,-73.764,2021-07-23,75.56,84.02,64.94,0,12.2,2021
JFK,40.639,-73.764,2021-07-24,73.94,84.02,64.94,0.090157529,15.7,2021
JFK,40.639,-73.764,2021-07-25,73.94,82.04,64.94,0.279921411,19.6,2021
JFK,40.639,-73.764,2021-07-26,79.16,89.96000000000001,68,0.179921357,20.2,2021
JFK,40.639,-73.764,2021-07-27,78.98,89.96000000000001,69.08,0,18,2021
JFK,40.639,-73.764,2021-07-28,75.74000000000001,87.98,69.08,0.090157529,17.8,2021
JFK,40.639,-73.764,2021-07-29,73.58,82.94,71.06,0.22992138399999998,19.9,2021
JFK,40.639,-73.764,2021-07-30,76.46,86,71.06,0.050000026999999996,17.4,2021
JFK,40.639,-73.764,2021-07-31,69.62,86,59,0,10.1,2021
JFK,40.639,-73.764,2021-08-01,70.7,77,59,0,16.3,2021
JFK,40.639,-73.764,2021-08-02,71.78,82.04,62.059999999999995,0.040157502,14.9,2021
JFK,40.639,-73.764,2021-08-03,72.32,82.04,62.059999999999995,0,12.4,2021
JFK,40.639,-73.764,2021-08-04,71.06,80.06,64.94,0,15.9,2021
JFK,40.639,-73.764,2021-08-05,71.96,80.96,66.02,0,17.1,2021
JFK,40.639,-73.764,2021-08-06,74.66,84.02,66.92,0,18.9,2021
JFK,40.639,-73.764,2021-08-07,75.56,84.02,66.92,0,18.7,2021
JFK,40.639,-73.764,2021-08-08,70.52,82.94,66.02,0.29015763699999997,18.6,2021
JFK,40.639,-73.764,2021-08-09,72.32,78.08,66.02,0.309842687,20.4,2021
JFK,40.639,-73.764,2021-08-10,74.48,80.96,69.98,0.040157502,21.6,2021
JFK,40.639,-73.764,2021-08-11,77.54,84.91999999999999,69.98,0.670079102,22.9,2021
JFK,40.639,-73.764,2021-08-12,80.6,89.06,73.04,0,22.6,2021
JFK,40.639,-73.764,2021-08-13,83.84,91.03999999999999,75.02,0,22.2,2021
JFK,40.639,-73.764,2021-08-14,83.12,91.03999999999999,77,0,22.1,2021
JFK,40.639,-73.764,2021-08-15,77.18,91.03999999999999,69.98,0,14.2,2021
JFK,40.639,-73.764,2021-08-16,73.75999999999999,82.04,68,0,17.2,2021
JFK,40.639,-73.764,2021-08-17,75.38,80.96,68,0,18.8,2021
JFK,40.639,-73.764,2021-08-18,76.28,82.94,71.06,0,22,2021
JFK,40.639,-73.764,2021-08-19,80.24000000000001,87.98,71.96,0.029921276,23.2,2021
JFK,40.639,-73.764,2021-08-20,80.24000000000001,87.98,75.92,0,19.9,2021
JFK,40.639,-73.764,2021-08-21,76.46,82.94,71.06,0,21.9,2021
JFK,40.639,-73.764,2021-08-22,74.12,82.04,71.06,2.229922464,22.8,2021
JFK,40.639,-73.764,2021-08-23,75.56,84.91999999999999,71.6,2.600001404,21.8,2021
JFK,40.639,-73.764,2021-08-24,80.78,91.03999999999999,71.06,0.29015763699999997,20.4,2021
JFK,40.639,-73.764,2021-08-25,80.24000000000001,91.03999999999999,71.06,0,20.2,2021
JFK,40.639,-73.764,2021-08-26,80.78,89.06,71.06,0,22.8,2021
JFK,40.639,-73.764,2021-08-27,82.4,93.02,73.94,0,23.2,2021
JFK,40.639,-73.764,2021-08-28,74.3,93.02,64.94,0.87007921,19.3,2021
JFK,40.639,-73.764,2021-08-29,69.98,80.06,64.94,0.050000026999999996,17.6,2021
JFK,40.639,-73.764,2021-08-30,75.02,82.94,66.92,0,22.2,2021
JFK,40.639,-73.764,2021-08-31,79.34,87.08000000000001,71.96,0,20.2,2021
JFK,40.639,-73.764,2021-09-01,73.75999999999999,87.08000000000001,69.08,0.029921276,19.8,2021
JFK,40.639,-73.764,2021-09-02,69.62,78.08,60.980000000000004,2.7401589599999996,14.4,2021
JFK,40.639,-73.764,2021-09-03,67.28,78.08,57.92,0.209842633,11.1,2021
JFK,40.639,-73.764,2021-09-04,69.44,78.08,57.92,0,12.9,2021
JFK,40.639,-73.764,2021-09-05,69.98,78.08,60.980000000000004,0,18.1,2021
JFK,40.639,-73.764,2021-09-06,75.02,84.02,64.94,0,17.9,2021
JFK,40.639,-73.764,2021-09-07,73.04,84.02,62.959999999999994,0,13.4,2021
JFK,40.639,-73.764,2021-09-08,73.75999999999999,80.06,62.959999999999994,0,19.6,2021
JFK,40.639,-73.764,2021-09-09,71.6,80.06,68,0.25000013499999996,20.6,2021
JFK,40.639,-73.764,2021-09-10,70.16,75.92,64.04,0.12007880499999998,13.4,2021
JFK,40.639,-73.764,2021-09-11,68.72,75.92,57.92,0,11.4,2021
JFK,40.639,-73.764,2021-09-12,72.86,82.04,57.92,0,16.6,2021
JFK,40.639,-73.764,2021-09-13,77.72,87.08000000000001,66.92,0,19.2,2021
JFK,40.639,-73.764,2021-09-14,72.86,87.08000000000001,66.92,0.179921357,18.1,2021
JFK,40.639,-73.764,2021-09-15,74.66,80.96,66.92,0,21.9,2021
JFK,40.639,-73.764,2021-09-16,74.12,80.96,69.98,0,19.3,2021
JFK,40.639,-73.764,2021-09-17,73.22,80.06,69.98,0,20.3,2021
JFK,40.639,-73.764,2021-09-18,75.56,86,68,0,19.3,2021
JFK,40.639,-73.764,2021-09-19,72.86,86,64.94,0,13.6,2021
JFK,40.639,-73.764,2021-09-20,68,78.98,60.08,0,14.9,2021
JFK,40.639,-73.764,2021-09-21,67.82,77,57.92,0,15.3,2021
JFK,40.639,-73.764,2021-09-22,73.75999999999999,80.06,57.92,0.029921276,21.6,2021
JFK,40.639,-73.764,2021-09-23,75.74000000000001,80.96,71.06,0,21.6,2021
JFK,40.639,-73.764,2021-09-24,66.92,80.96,57.92,1.109843119,13.8,2021
JFK,40.639,-73.764,2021-09-25,66.74000000000001,75.92,57.02,0.45000024299999997,11.6,2021
JFK,40.639,-73.764,2021-09-26,67.64,75.92,57.02,0,10.4,2021
JFK,40.639,-73.764,2021-09-27,69.25999999999999,80.06,60.980000000000004,0,11.2,2021
JFK,40.639,-73.764,2021-09-28,69.08,80.06,60.980000000000004,0,15.7,2021
JFK,40.639,-73.764,2021-09-29,63.68,75.92,53.96,0.090157529,7.7,2021
JFK,40.639,-73.764,2021-09-30,62.24,71.96,53.96,0,7.5,2021
JFK,40.639,-73.764,2021-10-01,59.72,69.98,50,0,6.7,2021
JFK,40.639,-73.764,2021-10-02,64.22,75.02,50,0,10.3,2021
JFK,40.639,-73.764,2021-10-03,67.1,77,53.96,0,15.9,2021
JFK,40.639,-73.764,2021-10-04,69.44,77,59,0,19.3,2021
JFK,40.639,-73.764,2021-10-05,63.14,73.04,60.08,0.020078751,15.1,2021
JFK,40.639,-73.764,2021-10-06,65.12,71.96,60.08,0,14.3,2021
JFK,40.639,-73.764,2021-10-07,66.74000000000001,75.02,59,0,16.1,2021
JFK,40.639,-73.764,2021-10-08,67.1,77,59,0,16.6,2021
JFK,40.639,-73.764,2021-10-09,65.12,77,57.92,0,14.3,2021
JFK,40.639,-73.764,2021-10-10,64.58,71.96,57.92,0,15.1,2021
JFK,40.639,-73.764,2021-10-11,66.38,75.02,60.980000000000004,0.10000005399999999,15.3,2021
JFK,40.639,-73.764,2021-10-12,64.75999999999999,75.02,59,0,15,2021
JFK,40.639,-73.764,2021-10-13,64.22,71.96,57.92,0,16.1,2021
JFK,40.639,-73.764,2021-10-14,70.16,80.06,57.92,0,16.1,2021
JFK,40.639,-73.764,2021-10-15,69.44,80.06,60.980000000000004,0,15.4,2021
JFK,40.639,-73.764,2021-10-16,69.98,77,60.980000000000004,0,17.6,2021
JFK,40.639,-73.764,2021-10-17,59.72,75.02,53.06,0.15984260599999997,8.9,2021
JFK,40.639,-73.764,2021-10-18,55.04,64.94,50,0,4.7,2021
JFK,40.639,-73.764,2021-10-19,55.76,68,48.02,0,3.3,2021
JFK,40.639,-73.764,2021-10-20,65.48,78.98,48.02,0,8.9,2021
JFK,40.639,-73.764,2021-10-21,64.75999999999999,78.98,57.02,0,12.7,2021
JFK,40.639,-73.764,2021-10-22,65.48,73.04,57.02,0,12.6,2021
JFK,40.639,-73.764,2021-10-23,57.379999999999995,71.06,51.08,0,6.6,2021
JFK,40.639,-73.764,2021-10-24,53.96,62.059999999999995,46.94,0.140157556,6.2,2021
JFK,40.639,-73.764,2021-10-25,65.12,73.04,46.94,0.009842525,15.3,2021
JFK,40.639,-73.764,2021-10-26,63.32,73.04,57.92,1.75984347,15.8,2021
JFK,40.639,-73.764,2021-10-27,57.56,66.02,55.04,1.6500008909999997,10.3,2021
JFK,40.639,-73.764,2021-10-28,53.6,60.980000000000004,48.02,0.150000081,6.7,2021
JFK,40.639,-73.764,2021-10-29,53.06,59,46.94,0,6.6,2021
JFK,40.639,-73.764,2021-10-30,59.18,66.02,46.94,0.379921465,12.7,2021
JFK,40.639,-73.764,2021-10-31,59.540000000000006,66.02,55.94,0.140157556,12.4,2021
JFK,40.639,-73.764,2021-11-01,57.74,66.02,53.06,0.109842579,5.8,2021
JFK,40.639,-73.764,2021-11-02,51.8,62.059999999999995,48.02,0,1.7,2021
JFK,40.639,-73.764,2021-11-03,47.120000000000005,55.94,39.92,0.009842525,0.3,2021
